passID,aid,membershipNumber,tier,points
3591,19,576812,Platinum,44775
7844,22,992848,Platinum,82432
4003,14,283885,Platinum,9977
4576,24,288694,Gold,82849
4992,9,649662,Diamond,97379
8515,6,162110,Gold,13256
4986,4,307808,Diamond,49408
7103,15,249403,Silver,64461
5278,21,812443,Silver,45925
1925,19,927741,Diamond,36914
3736,11,930216,Silver,22591
1221,25,320142,Silver,70236
1890,23,729229,Gold,80561
2863,20,571821,Gold,36569
6505,17,358584,Diamond,79906
1212,13,200625,Platinum,25958
7992,3,736243,Silver,73605
5911,12,351184,Silver,78814
5848,24,370133,Gold,45945
5608,20,110197,Diamond,55177
2,1,593876,Platinum,75407
5180,13,727880,Diamond,97052
8716,5,471188,Platinum,96016
3064,6,813138,Gold,1888
5728,7,178994,Silver,66272
8402,3,727980,Platinum,48743
8255,17,933309,Diamond,34467
991,4,586215,Silver,54007
8378,25,969750,Gold,93847
3975,21,977478,Diamond,59834
1554,22,343495,Silver,74862
7382,25,671572,Gold,27545
7981,23,206538,Silver,60035
9091,25,308828,Silver,49696
3367,8,500417,Diamond,55934
6588,5,122418,Gold,42118
1735,2,565279,Gold,93633
2437,16,603122,Gold,86129
4433,1,650724,Gold,15700
6868,1,558122,Diamond,58032
3935,21,507127,Diamond,6416
359,7,620891,Gold,85739
5608,11,405184,Silver,89635
6912,15,254658,Silver,44498
8848,19,854083,Silver,58927
3066,24,550848,Silver,42656
7219,8,260467,Silver,81405
5085,16,388724,Platinum,93299
6624,22,142873,Gold,48424
5876,6,361537,Diamond,15324
8904,16,419261,Diamond,54260
1970,25,269804,Silver,33731
7920,24,513778,Gold,74515
8624,23,241502,Gold,98527
622,20,702605,Diamond,89685
6973,11,905631,Gold,29511
2234,19,564142,Platinum,70291
6341,4,243706,Diamond,8997
1743,3,405380,Silver,79862
9838,11,262456,Platinum,44868
6606,12,396312,Platinum,87528
7752,14,892388,Diamond,58859
1759,20,240410,Diamond,19871
7332,24,741817,Platinum,652
8922,23,817342,Platinum,2133
6144,5,842207,Gold,5016
5999,13,240415,Platinum,70484
9781,25,336455,Silver,97863
9778,7,954030,Diamond,73603
24,17,714197,Silver,3534
6268,14,981803,Platinum,28867
223,5,919388,Diamond,53952
4931,2,688037,Diamond,90606
5231,15,543461,Silver,78736
9067,7,987051,Silver,32278
2467,6,879546,Platinum,76719
840,3,376612,Gold,90532
6101,11,154037,Gold,29291
220,9,772772,Diamond,82891
7024,13,361935,Diamond,64924
9380,13,562320,Silver,49619
1998,16,267815,Diamond,83126
3624,18,648895,Diamond,52294
8683,1,686602,Diamond,14619
8159,6,676077,Silver,99509
5189,25,815099,Diamond,65726
4469,23,411717,Silver,61211
4281,10,966380,Gold,58523
7357,23,941156,Gold,76933
1466,4,983879,Platinum,30554
9464,9,790882,Platinum,34259
6136,12,487803,Silver,53840
8133,10,525002,Silver,97205
3094,13,614272,Gold,92515
3027,21,152800,Platinum,83170
7125,4,676418,Gold,68240
1839,7,172541,Platinum,44894
6803,1,416757,Diamond,30621
9754,9,554540,Diamond,73127
6667,8,491678,Platinum,4223
3244,18,434187,Diamond,23479
5787,14,715918,Silver,77228
5048,1,652317,Gold,28979
8606,18,706388,Silver,84648
3260,14,671256,Gold,70732
4262,16,262041,Gold,72957
3393,6,345786,Platinum,92306
8348,23,818671,Diamond,38260
3453,4,677632,Gold,54135
3823,18,140167,Platinum,32895
8309,7,681783,Silver,97259
9826,11,109886,Platinum,12115
2942,13,306429,Diamond,75535
8303,2,412580,Gold,13735
1699,13,146848,Silver,19410
8612,1,839618,Gold,65108
8359,15,292012,Diamond,56664
859,21,669459,Silver,40167
4457,22,983096,Diamond,88770
7145,10,516207,Silver,23983
2176,21,100749,Silver,56286
6081,21,557136,Silver,67920
766,18,832883,Platinum,65692
7866,11,487514,Silver,84489
683,21,503894,Gold,78595
5141,6,404319,Silver,9635
3864,10,501126,Silver,25994
5970,6,186070,Diamond,15761
617,16,305196,Platinum,64721
5759,15,228681,Diamond,24885
7627,6,416353,Platinum,56793
6989,20,576567,Silver,59699
3347,11,114121,Diamond,61348
4386,19,816161,Platinum,96155
2928,22,959879,Silver,31903
935,2,621478,Platinum,44181
2718,18,661072,Silver,73982
9182,8,953918,Gold,77295
5163,16,881085,Silver,17871
5775,22,328138,Silver,19872
8508,22,244180,Gold,25711
6893,8,517985,Platinum,84631
1449,23,565296,Silver,35960
8941,11,132482,Platinum,97937
896,11,633696,Platinum,49621
3185,9,962505,Gold,71083
3297,24,574979,Silver,57110
8821,19,756705,Diamond,48213
4331,18,809419,Platinum,39188
3592,13,815663,Platinum,29978
7207,2,842436,Silver,2218
5905,20,604329,Gold,7975
3601,22,497698,Diamond,95527
8542,11,413689,Silver,61496
4079,10,583822,Gold,39139
5936,16,701759,Silver,54882
9321,25,341419,Silver,48656
4372,22,563699,Platinum,47787
7672,23,796600,Gold,43604
1839,2,445903,Gold,24967
8685,22,847743,Silver,89337
840,23,718723,Silver,67181
9211,4,850552,Platinum,59822
6405,15,799602,Silver,41327
4804,19,660200,Silver,76660
4879,10,831101,Silver,115
9041,7,949663,Diamond,15797
9216,13,735481,Gold,50114
5503,15,616275,Diamond,6844
8766,19,488752,Diamond,95404
9976,16,495721,Platinum,67216
1129,9,842750,Platinum,36840
4626,13,951071,Diamond,51669
8067,12,373761,Silver,18327
8708,25,155022,Gold,33551
6256,14,735371,Platinum,44281
6514,10,142476,Gold,89445
495,18,504375,Silver,96899
2300,11,545573,Diamond,76302
9286,24,161478,Platinum,20528
5423,4,972479,Diamond,21490
8281,18,176179,Diamond,8406
8724,12,254201,Gold,424
422,2,242662,Diamond,73922
5662,8,703105,Silver,11469
6674,9,496299,Platinum,62867
4366,21,182717,Silver,37025
8930,15,607470,Gold,53112
4708,7,620357,Silver,20266
2536,4,450122,Gold,37259
6440,16,365725,Platinum,10761
1809,23,958565,Silver,58140
2348,4,206660,Gold,89815
5250,19,311482,Gold,65884
9123,15,818249,Silver,47639
5598,20,212379,Platinum,49298
2097,5,881450,Silver,8538
9019,15,980111,Gold,3452
3035,14,361263,Gold,46209
1730,11,807255,Gold,68049
5644,10,301408,Platinum,42280
9275,22,411181,Platinum,11605
1236,3,400379,Silver,79763
9582,5,770059,Gold,66319
3659,16,380357,Platinum,53404
6055,1,124929,Platinum,91442
8485,5,831529,Gold,18002
6790,23,924548,Platinum,47933
392,11,632211,Platinum,22166
5646,25,147624,Diamond,5448
9434,14,620499,Platinum,93754
9227,19,868119,Gold,6978
5283,4,948710,Diamond,76686
2451,10,553239,Platinum,91420
4008,10,933090,Silver,50588
7978,12,365823,Gold,99132
1380,1,641876,Silver,9007
694,24,140361,Platinum,94183
561,2,986061,Diamond,59499
831,17,414634,Gold,53242
2860,3,898907,Silver,11866
3314,8,670622,Silver,58556
7491,24,444963,Gold,87549
7596,11,295572,Silver,2321
9983,3,295524,Platinum,42318
3173,3,151160,Platinum,84066
1608,20,591277,Gold,36846
6277,3,445641,Platinum,38307
1357,21,747344,Diamond,35067
1342,7,720333,Diamond,24040
311,18,815798,Diamond,38885
2765,16,997964,Platinum,5853
8177,16,225093,Gold,2440
8318,12,404458,Platinum,54330
4716,20,632667,Silver,36144
7429,18,767332,Platinum,52851
1735,19,897444,Platinum,93267
4955,5,685711,Diamond,17075
8723,4,314811,Diamond,92841
9698,13,584434,Silver,62041
6283,4,457835,Silver,10317
6094,3,725389,Diamond,46484
5383,8,747005,Gold,58210
1792,1,384554,Platinum,77118
219,6,499282,Platinum,8855
5215,4,479838,Platinum,19851
41,8,580816,Diamond,27120
2663,22,733358,Platinum,20128
5196,15,206623,Diamond,17215
2014,11,594927,Silver,51732
4598,15,382154,Platinum,27542
817,7,766810,Silver,83717
5376,20,562670,Silver,76950
8687,11,187309,Silver,23209
3711,13,721465,Gold,72467
172,24,604719,Gold,82617
5530,1,967717,Silver,95475
2357,20,496045,Silver,30228
5507,22,244761,Platinum,77645
3381,7,899140,Diamond,68730
5312,23,214275,Platinum,76176
2844,2,803759,Diamond,16475
3600,7,334730,Diamond,61354
806,10,152266,Gold,31180
4690,5,358416,Silver,7489
3408,2,953067,Platinum,63939
3914,18,160375,Diamond,37618
9566,7,578955,Platinum,77400
5385,8,100920,Silver,31083
7444,14,262345,Gold,68527
2453,11,984466,Diamond,81425
9566,17,314331,Silver,56142
8745,15,776299,Platinum,84265
6587,11,452632,Platinum,48476
4716,23,250795,Silver,7540
6782,6,515732,Platinum,75386
332,9,348073,Platinum,41696
2780,7,700665,Gold,94109
4812,8,156618,Diamond,9610
5855,13,222496,Platinum,53222
9653,10,237769,Silver,37804
8384,20,960426,Silver,24642
789,12,444198,Platinum,98746
2907,5,795936,Diamond,75968
5654,23,563187,Gold,96047
8792,9,400049,Platinum,28162
4656,15,923843,Platinum,56662
2639,22,205499,Gold,45012
9549,25,673633,Gold,28122
6681,17,218167,Silver,21447
8624,19,718991,Diamond,20465
9822,4,282178,Silver,75891
4117,3,685694,Diamond,78720
7244,18,352724,Platinum,18184
7011,8,343760,Silver,14112
1065,12,649042,Silver,93249
7198,6,245718,Platinum,25788
1387,22,329310,Platinum,91367
4354,17,589518,Diamond,44950
8975,14,674742,Platinum,60379
6990,14,583278,Diamond,87280
3024,3,862579,Silver,7656
9053,2,668348,Silver,54823
458,24,447802,Platinum,44995
1054,19,234987,Silver,39381
691,2,198019,Diamond,53215
9155,5,436879,Gold,18600
428,10,887310,Gold,79981
7231,18,847009,Gold,58482
6572,23,201930,Diamond,98441
9451,11,670854,Platinum,75535
9509,3,368957,Silver,58222
2422,11,289705,Silver,18356
3182,21,138464,Silver,25687
897,14,505883,Silver,52153
5285,9,810265,Platinum,8990
9446,13,381863,Gold,7330
5889,4,828253,Gold,21909
2801,19,723569,Silver,8121
821,20,509356,Platinum,64786
3079,7,472761,Platinum,40424
1002,24,198028,Platinum,91306
3532,25,442477,Gold,21507
6403,16,612465,Diamond,78093
1725,17,865260,Diamond,46445
1662,11,653194,Silver,99281
8730,12,551521,Diamond,80949
7523,25,203466,Platinum,60824
5710,2,280551,Gold,90474
7160,19,894058,Platinum,77957
1848,13,860052,Platinum,41364
7974,22,939316,Silver,4229
7483,17,369102,Platinum,73013
6053,18,767563,Gold,70913
8281,19,159974,Platinum,69838
5058,7,524305,Gold,751
5076,13,185509,Gold,85909
8815,18,726614,Silver,39380
7351,21,485885,Platinum,85456
5981,3,433089,Silver,24904
9117,23,526052,Silver,46417
8503,4,998456,Silver,90415
609,22,351079,Platinum,47512
9249,1,154669,Platinum,81310
6327,8,367805,Diamond,74569
3692,20,307668,Platinum,65580
7330,4,516588,Platinum,52898
3038,16,101569,Platinum,73724
8438,4,275921,Silver,58878
2178,12,580729,Silver,28037
2166,23,643459,Gold,11193
3015,2,375423,Diamond,23117
2624,19,938481,Silver,31340
7233,12,384324,Platinum,71946
4142,21,579389,Diamond,57030
9708,16,912547,Silver,34483
5366,7,214675,Silver,55566
3377,6,530012,Gold,20698
181,21,877494,Platinum,32922
6854,4,731240,Platinum,97036
577,15,906351,Diamond,94806
9211,16,207090,Platinum,9975
3339,23,482651,Platinum,28347
9661,21,582831,Silver,17354
5079,3,963847,Gold,15413
6617,19,966051,Platinum,74801
6310,11,638133,Diamond,67749
3876,6,602353,Diamond,24624
1752,20,359222,Silver,88178
8928,4,134489,Diamond,45298
5973,12,343572,Gold,39551
2222,15,265758,Gold,75347
710,23,950146,Diamond,21662
7665,5,498680,Diamond,45914
7642,15,449612,Diamond,82270
1614,3,516199,Silver,77776
2881,25,693385,Diamond,10588
3963,9,485052,Silver,83278
8968,5,919477,Platinum,89515
7317,16,795494,Gold,37398
1691,18,400545,Silver,19882
135,25,442996,Gold,90446
3003,6,364751,Silver,30084
4096,20,471748,Gold,4488
3094,1,501178,Gold,17340
8498,14,647833,Silver,41682
6806,2,756505,Silver,94229
4635,14,682660,Diamond,91503
8034,2,215081,Diamond,79720
4681,23,225874,Silver,79384
4621,4,608905,Gold,23156
591,8,359907,Silver,53183
1399,25,547498,Gold,19571
7076,13,427447,Gold,63629
9885,18,608109,Silver,73785
574,25,287387,Diamond,31356
1589,4,104916,Platinum,77375
9082,12,846035,Platinum,10179
7935,23,511048,Diamond,32570
687,22,911561,Platinum,40225
5146,22,168163,Silver,61410
440,20,756829,Silver,85983
2093,3,758774,Platinum,10044
9299,18,291519,Gold,59308
4175,17,899879,Platinum,96436
5879,14,246002,Silver,45046
3478,16,604351,Platinum,28768
3317,14,152664,Silver,25892
334,22,564855,Platinum,3767
5331,20,674750,Diamond,44612
6667,14,892814,Gold,66836
7780,23,491196,Gold,50285
924,7,362726,Gold,73673
6320,4,390613,Platinum,54059
9047,9,291738,Platinum,99293
2201,4,763292,Diamond,64872
4963,23,842166,Gold,91113
5381,10,830709,Diamond,72119
937,9,348544,Platinum,38404
9145,15,812057,Silver,2880
101,5,332536,Silver,94520
400,21,158254,Gold,45384
4521,17,932830,Gold,45504
3163,24,803825,Diamond,62073
7567,2,343905,Diamond,15705
2888,24,404000,Silver,16771
8015,24,440689,Diamond,44328
7085,23,125053,Silver,95123
3696,23,543943,Gold,6096
9766,15,153641,Diamond,80813
1274,13,295574,Platinum,52882
5587,10,773744,Diamond,97791
6876,18,784203,Platinum,4659
5862,14,778041,Platinum,74509
6840,14,213676,Gold,61521
4089,16,788435,Silver,82852
7057,2,698338,Silver,22484
5892,8,301143,Platinum,42060
739,2,714232,Gold,55710
3003,23,181653,Diamond,12912
6088,6,554585,Platinum,4487
1962,6,366561,Diamond,51155
8148,8,626286,Silver,8957
5448,17,345852,Diamond,96560
7250,5,273729,Silver,74487
1225,5,703511,Diamond,55903
5033,24,895485,Diamond,25473
387,15,642060,Diamond,26497
8913,17,960716,Diamond,10050
7056,18,375148,Gold,22299
2901,5,354293,Diamond,39435
5455,22,961681,Diamond,48062
6038,4,568863,Gold,9458
804,11,643036,Platinum,10244
7075,15,940576,Silver,84919
9890,25,724581,Gold,54358
7028,15,773028,Platinum,50369
6887,21,611872,Silver,4866
6601,23,866383,Diamond,89626
8955,1,394866,Diamond,35234
2801,24,905737,Diamond,56277
3206,8,751480,Platinum,1412
2850,3,605621,Gold,84458
2139,25,248063,Gold,22397
5855,18,465535,Silver,19284
9064,11,494402,Silver,97032
172,21,671902,Silver,96486
6403,3,501413,Diamond,60289
1304,3,542348,Silver,21772
1863,1,353397,Platinum,91356
5934,15,138267,Diamond,46169
3161,19,542498,Gold,41012
1920,24,639009,Diamond,46429
955,23,263979,Gold,95651
1326,9,502495,Diamond,67584
9990,19,557670,Diamond,9129
967,15,565372,Diamond,77008
7504,1,207395,Silver,27284
7932,17,696154,Gold,8588
3307,5,332670,Diamond,53843
6624,22,583653,Gold,88006
2467,14,186028,Gold,70269
7949,16,339271,Gold,54118
7467,20,702913,Gold,42007
4416,25,279804,Gold,69352
6837,15,763246,Silver,62582
4079,2,952972,Silver,19602
3230,7,527976,Silver,46767
4807,8,825390,Gold,39270
2526,22,273104,Diamond,21728
2730,11,489649,Silver,3991
686,2,677674,Silver,64061
2206,19,790922,Platinum,98517
2287,8,120631,Gold,1492
7162,17,321630,Silver,53588
3407,9,208565,Silver,1160
3187,1,380862,Silver,43776
731,16,439759,Silver,70140
3953,11,136699,Silver,93690
8256,9,623368,Gold,33130
5787,14,210398,Platinum,31153
6854,6,687057,Gold,75857
3977,13,306179,Silver,80003
9762,9,891897,Silver,56962
8392,24,787218,Silver,56607
2044,6,886422,Diamond,10859
5352,25,202652,Platinum,51977
9540,18,434514,Silver,91902
8792,24,426076,Gold,8002
9869,21,576036,Platinum,49068
4156,20,931015,Gold,18362
312,22,394757,Platinum,62162
4647,20,950049,Silver,21108
6168,9,114781,Silver,87123
2509,2,804903,Platinum,52616
4441,23,983699,Silver,11027
4586,8,974149,Platinum,23032
275,13,778894,Gold,68646
6366,13,145569,Diamond,45772
876,8,611684,Gold,27343
4551,20,425289,Diamond,58329
9683,4,747560,Platinum,51966
3526,3,942455,Diamond,18786
1575,14,692129,Silver,4914
2702,17,268469,Gold,553
1721,23,211714,Gold,59005
777,24,325442,Silver,28582
8236,15,673431,Platinum,96717
9567,25,355713,Platinum,15357
8333,3,107999,Platinum,59485
7521,5,116829,Diamond,89046
8114,8,653973,Platinum,34602
5669,9,523505,Gold,27081
2752,24,171301,Gold,58764
4696,5,728434,Diamond,72409
8852,20,333810,Silver,20264
9363,12,150602,Platinum,78255
7604,19,557328,Diamond,19290
7957,23,672526,Diamond,27343
5247,3,833748,Silver,42160
1368,7,709026,Silver,71947
8645,7,387694,Gold,8295
3170,7,984742,Platinum,31616
3693,11,182692,Gold,97521
703,17,281596,Diamond,50498
8637,9,129854,Platinum,20364
8566,5,744404,Silver,98892
3932,15,363320,Gold,18096
3423,22,629357,Platinum,60788
4677,18,991002,Diamond,77015
9959,25,427014,Diamond,68207
151,10,534390,Silver,34111
261,16,134306,Gold,10354
7523,7,108378,Gold,14546
3209,23,257010,Gold,93475
7798,23,592336,Silver,62977
3215,1,473622,Diamond,52068
243,25,183952,Gold,6393
5167,7,428407,Silver,96297
6305,24,915526,Diamond,51657
8977,3,348865,Diamond,90727
8952,16,226113,Platinum,76150
5296,13,292954,Silver,30697
5156,7,904319,Diamond,35009
1757,11,331492,Diamond,99880
2475,17,317094,Gold,47807
278,1,932975,Gold,69309
4345,9,588702,Diamond,82687
7653,21,475198,Diamond,79785
7851,2,383954,Silver,24399
9399,25,315607,Diamond,36069
2754,4,714030,Platinum,15331
2117,6,129174,Silver,62730
2028,9,380283,Diamond,89877
2526,25,775550,Gold,13089
2051,3,472682,Gold,25722
5056,11,796414,Platinum,22410
2539,24,389709,Platinum,48983
2953,4,769476,Diamond,93910
7772,6,542707,Platinum,85433
6040,5,480381,Gold,32477
814,15,846953,Silver,19544
3808,8,145059,Silver,73017
783,6,625606,Silver,58710
9929,21,139814,Diamond,79593
904,10,223852,Silver,13130
245,18,129798,Gold,96692
358,20,394976,Silver,70794
5480,7,531006,Diamond,47144
7971,5,492003,Gold,39143
6744,19,867791,Silver,32728
3073,1,745064,Diamond,61999
8052,19,360896,Platinum,61876
7403,13,463193,Gold,36261
1488,4,613909,Diamond,51896
3956,4,325714,Silver,32394
8719,25,208673,Platinum,89844
1536,19,250740,Silver,82813
4257,12,756850,Silver,86817
5771,3,780579,Platinum,64723
2229,16,495686,Platinum,68228
6751,20,292231,Silver,20542
9818,16,506610,Diamond,18893
9713,3,266189,Gold,52488
6579,20,326494,Diamond,21372
6903,12,514763,Platinum,55221
1759,6,565048,Gold,69773
3920,4,793818,Diamond,26571
9799,10,955546,Diamond,16190
4548,25,497595,Silver,57852
1702,3,275761,Diamond,43483
5732,16,424692,Gold,98365
7713,15,246311,Platinum,81729
3173,11,298267,Silver,69521
7308,21,860244,Platinum,52573
1045,7,154329,Gold,44623
6695,11,271372,Gold,10980
6438,9,549214,Platinum,36643
4884,20,460080,Gold,96786
6868,11,519774,Silver,72549
3951,14,997491,Silver,27906
9694,17,918960,Diamond,69006
5426,25,939707,Gold,73182
5972,18,988280,Platinum,84197
3383,21,197590,Gold,34991
304,7,581915,Silver,29582
7114,1,689815,Silver,85145
8941,23,321296,Platinum,72707
1652,18,150845,Platinum,69892
6449,17,934700,Platinum,75244
891,20,523993,Diamond,9669
653,1,182756,Platinum,38888
2898,4,161386,Diamond,81665
7024,25,273431,Platinum,10382
9615,6,125766,Gold,74592
8994,20,443730,Diamond,82582
4126,5,718869,Platinum,68473
264,5,209179,Silver,32782
7852,2,786255,Diamond,16926
1240,23,862922,Silver,41137
2949,6,976817,Silver,6348
6523,23,748637,Platinum,24111
7042,12,555462,Gold,608
1594,17,313644,Silver,19856
2215,25,178038,Diamond,26380
6530,4,404643,Diamond,309
4979,25,993879,Silver,1039
4105,18,445508,Silver,52578
4443,12,727600,Diamond,29874
2004,10,408303,Diamond,99504
9535,12,670300,Platinum,19486
2649,1,826463,Diamond,92284
6367,24,103563,Silver,59411
6130,5,568504,Gold,95634
2775,18,675695,Diamond,68826
1926,8,523357,Platinum,85109
2469,10,521765,Gold,20350
1823,11,309191,Diamond,79233
5246,18,368284,Gold,2307
6819,16,106494,Platinum,31225
9388,17,659483,Diamond,69752
8648,11,559112,Gold,50408
3887,1,349616,Platinum,7396
5299,22,209636,Gold,93485
7101,19,905553,Platinum,6590
834,10,821348,Diamond,96438
5503,11,828785,Silver,87678
621,24,114432,Silver,82672
5650,15,100336,Silver,21769
2886,5,194615,Diamond,19592
360,19,498035,Silver,43319
9651,23,770809,Gold,28619
4250,5,343257,Gold,43589
7400,16,203772,Platinum,42859
7362,24,805224,Gold,55050
3853,18,391511,Platinum,84249
7019,1,648368,Platinum,59345
2408,3,456695,Silver,17654
3561,3,832393,Diamond,83682
6997,19,369547,Silver,14051
1940,17,193711,Diamond,94487
5673,2,128212,Silver,76988
9780,6,572364,Silver,96664
2447,24,811098,Diamond,19806
1727,4,942517,Gold,80182
8910,2,971669,Diamond,34018
9304,17,606784,Silver,49739
8613,19,336509,Silver,600
6325,4,527145,Diamond,17749
1347,5,550778,Silver,12265
6108,25,882886,Diamond,78212
5897,6,301122,Platinum,81843
7539,8,851689,Silver,40157
9660,14,491514,Gold,4538
1518,5,808763,Platinum,8822
1025,23,555895,Silver,13822
9304,15,957786,Platinum,86254
5498,20,206310,Silver,38056
7009,23,637692,Gold,16280
343,5,697428,Platinum,6871
386,9,827475,Diamond,93969
9360,17,308741,Diamond,18531
53,14,823389,Silver,30530
595,15,368920,Gold,91570
3644,19,638342,Silver,41829
815,10,864015,Platinum,49993
3986,17,188956,Gold,26354
6623,19,518783,Platinum,29108
4456,10,912390,Silver,76364
395,11,521132,Gold,89964
8929,18,688897,Gold,90132
8267,1,279970,Silver,30204
9165,8,956749,Silver,70919
8732,11,739104,Gold,87149
3996,17,700527,Gold,62393
742,22,463282,Diamond,81907
488,15,417803,Silver,46987
9680,6,101898,Diamond,44066
8614,21,176749,Platinum,56087
2039,11,380367,Silver,39297
6019,4,414659,Silver,6368
2061,18,679850,Platinum,45377
2161,12,271006,Platinum,9980
8826,12,252754,Diamond,29282
9427,23,111512,Silver,7958
2566,22,569884,Gold,86318
8837,13,680161,Gold,56915
1087,24,519694,Platinum,93899
2982,20,553984,Silver,56180
7128,6,183834,Silver,13496
6807,12,143117,Platinum,17111
4682,3,482880,Platinum,34650
3592,20,955477,Diamond,22511
1081,20,357650,Diamond,40693
5127,7,542594,Silver,55445
908,13,849438,Gold,1636
3026,12,237302,Diamond,96514
1286,12,166837,Gold,35924
1026,4,653401,Platinum,20196
8815,23,765439,Platinum,18682
8079,19,390019,Platinum,15911
9366,1,625874,Silver,179
9920,25,359790,Gold,40232
2552,4,598203,Diamond,53345
8922,10,961180,Gold,60322
3020,20,648125,Gold,45938
9019,5,761394,Platinum,53762
6383,7,594807,Platinum,641
3970,5,552993,Diamond,52055
2069,7,251124,Silver,74185
7987,23,339504,Platinum,31817
7216,14,235529,Silver,24727
1359,16,673384,Gold,56767
6410,6,857893,Silver,20474
2403,10,203928,Platinum,52359
8049,22,448094,Gold,33446
747,1,403300,Silver,18968
1436,24,422417,Platinum,46144
9526,5,120315,Silver,46597
8339,11,664442,Platinum,64521
3793,16,740502,Diamond,36292
3528,13,963118,Gold,55249
1342,2,400607,Platinum,59607
1735,17,448995,Platinum,53837
9657,1,704315,Platinum,54374
345,1,650526,Platinum,84115
8244,4,488204,Platinum,86050
1157,18,254212,Silver,19422
3430,18,403022,Silver,43657
7257,14,956772,Diamond,38235
3331,20,125402,Gold,22604
7410,11,397603,Diamond,31601
5619,20,196546,Gold,68709
9168,8,708056,Platinum,77742
3702,4,793229,Diamond,93941
5658,12,345928,Silver,50848
5243,19,491135,Gold,75915
9635,13,972182,Diamond,44735
9163,18,904710,Gold,72614
355,9,172471,Gold,18754
7337,20,767937,Platinum,88434
7541,6,920982,Silver,22975
3741,12,566242,Diamond,84086
3122,23,711881,Gold,62943
1873,12,275040,Diamond,92805
5465,15,865554,Gold,63459
4027,1,514142,Platinum,77837
6237,18,521898,Gold,79126
7862,9,744674,Diamond,55301
8751,13,117582,Silver,85686
6139,22,646083,Diamond,72539
8700,9,590595,Diamond,39918
973,8,518324,Gold,74399
4372,7,879371,Gold,74886
7432,1,754106,Gold,56079
3158,21,309603,Silver,85240
3423,25,288627,Diamond,98540
8791,24,915858,Gold,62721
8276,13,988833,Diamond,57307
7619,14,603838,Gold,56244
3275,25,806870,Gold,2084
8339,2,934700,Gold,34363
7365,17,589257,Platinum,77705
5079,13,797604,Platinum,32079
8103,6,650495,Silver,4598
7220,9,779391,Diamond,31878
4632,24,610404,Platinum,61680
8828,1,767225,Silver,20267
453,3,541281,Platinum,14701
8252,11,498989,Silver,6284
8176,15,242572,Silver,35468
8484,22,347162,Platinum,49311
5207,13,516273,Silver,8829
5673,7,910032,Diamond,48682
4162,11,422503,Diamond,25860
1771,14,950949,Platinum,30378
2710,21,101006,Diamond,59752
4481,24,444534,Diamond,47434
6222,5,695921,Gold,41683
9726,14,641064,Silver,43885
7891,8,587525,Silver,71897
7977,8,481874,Platinum,96539
7625,19,203432,Platinum,15985
77,10,347355,Silver,41037
5710,12,505417,Diamond,84742
6769,11,537177,Gold,88756
876,4,511449,Silver,32625
3980,24,877292,Diamond,11707
4713,3,931576,Gold,94042
8484,10,906223,Silver,57816
9538,21,560444,Silver,57109
3089,5,597002,Diamond,62267
2514,23,756667,Platinum,85388
8824,9,395077,Silver,81731
9278,1,652111,Gold,75000
3565,25,810583,Silver,41372
7923,1,292909,Gold,84475
9856,5,486115,Silver,11030
8853,6,485107,Gold,43627
4524,15,197823,Gold,33802
3029,5,880314,Gold,78514
7792,13,581429,Gold,51535
6510,2,721256,Platinum,13597
7095,23,563055,Platinum,68452
4954,22,537336,Silver,964
9673,16,843060,Gold,4405
9006,13,457927,Gold,45093
8493,12,298999,Silver,21799
9959,11,452962,Silver,71883
3829,10,280419,Platinum,60577
9839,13,586831,Silver,97935
3967,7,558873,Platinum,96395
7615,3,776621,Diamond,61086
1854,6,253930,Silver,11375
4063,14,925128,Gold,54582
2046,9,221754,Platinum,11256
2618,13,505406,Platinum,21424
2895,2,981155,Gold,7597
8691,13,499394,Silver,62460
194,24,160468,Silver,99559
8804,16,420404,Gold,82605
727,5,348649,Diamond,78883
4408,15,789603,Diamond,70678
2705,12,615806,Platinum,30686
5284,13,388412,Silver,52268
4939,6,276128,Silver,79903
8966,22,723615,Platinum,62102
4566,9,662279,Platinum,83999
7107,13,362964,Platinum,74298
1408,13,971615,Platinum,64394
6380,1,443924,Silver,45902
7724,6,174740,Silver,87477
282,7,881525,Gold,77046
7471,13,707009,Gold,60125
1412,24,843076,Silver,18956
1506,6,594560,Gold,98174
1198,17,299419,Platinum,49711
2263,16,510831,Platinum,56954
9396,5,266212,Silver,90142
3669,10,545588,Platinum,56094
4446,5,345582,Silver,9405
9200,10,264378,Gold,93467
7824,13,451718,Gold,46539
9442,10,137627,Diamond,26943
2557,25,330299,Platinum,5249
8211,10,791160,Diamond,8776
6750,15,216283,Platinum,21025
8980,1,470386,Platinum,47502
5372,11,749698,Diamond,48111
7736,9,390455,Platinum,72432
1696,21,791661,Platinum,84864
3865,23,278844,Diamond,68259
4388,24,141914,Silver,55465
3520,2,372409,Silver,32202
4675,12,832536,Diamond,76896
761,18,430779,Platinum,56189
5203,21,714995,Silver,27143
8508,11,727468,Silver,8464
1525,9,889586,Gold,78325
1501,14,912358,Silver,96115
3030,20,266951,Silver,88551
7344,2,139479,Silver,94534
9298,16,530060,Diamond,39050
6593,18,263925,Gold,44367
80,25,158291,Platinum,12675
8163,24,828258,Gold,27378
3412,3,340878,Diamond,46750
6224,5,405105,Silver,13540
7383,23,843326,Platinum,38345
3534,3,472961,Gold,97017
