passID,fid,bookingDate,seatNumber,class,price,paymentStatus,checkInStatus
433,2364,2025-03-18,30F,Economy,913.78,Cancelled,Not Checked-in
6075,2191,2025-01-30,45D,Economy,72.72,Pending,Not Checked-in
903,1295,2025-01-07,21D,Business,244.77,Pending,Checked-in
4113,2721,2025-02-25,3A,Business,656.94,Paid,Not Checked-in
1540,294,2025-01-09,2D,Business,1457.24,Pending,Not Checked-in
87,3592,2025-02-16,19B,First,1247.65,Cancelled,Checked-in
1003,3959,2025-04-04,26D,Economy,915.78,Cancelled,Checked-in
6144,2603,2025-02-01,18B,Business,1428.66,Paid,Not Checked-in
2406,410,2025-04-19,19B,First,1431.65,Pending,Checked-in
2555,3219,2025-02-07,50F,Business,116.92,Paid,Checked-in
5083,3942,2025-04-15,12D,First,785.93,Cancelled,Not Checked-in
6176,3801,2025-01-25,39C,Economy,1220.9,Paid,Not Checked-in
8689,4688,2025-01-15,9B,Business,1286.75,Cancelled,Checked-in
367,4796,2025-04-10,9C,Business,771.77,Cancelled,Not Checked-in
6844,4978,2025-02-21,36E,Economy,735.59,Cancelled,Checked-in
5698,4379,2025-03-31,3C,Economy,407.25,Pending,Checked-in
6168,1817,2025-02-21,40E,Economy,1307.33,Cancelled,Not Checked-in
4952,1713,2025-03-05,18F,First,354.16,Cancelled,Checked-in
6308,3124,2025-01-03,44B,Business,861.17,Paid,Checked-in
8477,119,2025-04-19,16E,First,431.07,Paid,Checked-in
7392,137,2025-04-06,40C,First,648.88,Pending,Checked-in
2183,1133,2025-02-01,18B,Economy,592.41,Pending,Checked-in
3879,3050,2025-04-09,10A,Economy,1445.92,Paid,Not Checked-in
3119,2520,2025-01-02,11A,First,1099.54,Pending,Not Checked-in
2997,4183,2025-03-05,22A,Economy,1458.84,Cancelled,Not Checked-in
9672,1086,2025-02-19,13B,Economy,991.79,Cancelled,Checked-in
2877,3406,2025-01-16,31F,First,1080.38,Pending,Checked-in
4512,4730,2025-03-19,16E,First,498.06,Pending,Checked-in
7721,1994,2025-02-21,12B,First,369.11,Pending,Checked-in
5153,2067,2025-02-12,22B,First,1302.4,Cancelled,Not Checked-in
5105,2824,2025-02-27,2F,Business,71.92,Cancelled,Checked-in
6379,4071,2025-04-02,28D,First,659.28,Pending,Not Checked-in
1392,409,2025-03-11,14D,Business,1112.21,Paid,Not Checked-in
6590,4037,2025-01-29,18E,Business,859.63,Paid,Checked-in
7551,2335,2025-01-26,35A,Business,285.82,Pending,Not Checked-in
7201,2439,2025-01-14,10B,First,752.63,Pending,Not Checked-in
5792,2312,2025-02-16,9B,Economy,722.23,Cancelled,Checked-in
759,3408,2025-02-18,47B,Economy,647.39,Cancelled,Checked-in
6910,79,2025-03-06,4C,Business,507.87,Pending,Checked-in
777,2464,2025-01-18,32C,Business,1023.62,Paid,Not Checked-in
3768,2065,2025-02-06,41A,Economy,786.07,Paid,Checked-in
9615,3296,2025-03-30,12A,First,928.1,Pending,Checked-in
8010,4040,2025-02-27,11F,Economy,1080.31,Cancelled,Checked-in
7858,4396,2025-02-06,43E,First,811.31,Cancelled,Not Checked-in
9855,3763,2025-01-25,35F,Business,1358.4,Paid,Checked-in
8163,1860,2025-03-27,19B,Economy,326.33,Cancelled,Not Checked-in
5206,3639,2025-03-07,32B,Economy,1005.08,Paid,Checked-in
3985,1986,2025-01-11,2D,Business,450.93,Pending,Checked-in
3038,2897,2025-01-12,16B,Business,1124.79,Pending,Checked-in
2170,3003,2025-04-07,41A,First,71.25,Cancelled,Not Checked-in
1998,1270,2025-01-06,17F,First,753.41,Pending,Not Checked-in
8026,3719,2025-03-09,40F,Economy,760.81,Paid,Checked-in
432,1169,2025-04-17,9A,Economy,808.21,Pending,Not Checked-in
8720,3728,2025-04-01,32A,First,1192.57,Pending,Checked-in
9927,3181,2025-01-19,25F,Economy,1145.35,Paid,Checked-in
2155,2329,2025-04-12,30A,Economy,960.5,Cancelled,Not Checked-in
7701,1199,2025-03-25,15D,Economy,1166.59,Cancelled,Not Checked-in
2996,3524,2025-02-08,48C,Economy,371.62,Pending,Checked-in
3356,94,2025-01-07,35A,First,124.48,Pending,Not Checked-in
6689,616,2025-03-10,4A,Business,1052.4,Pending,Checked-in
9443,2335,2025-02-22,41F,First,791.5,Cancelled,Not Checked-in
3574,325,2025-03-02,40D,First,1437.35,Paid,Checked-in
4621,4608,2025-01-03,11E,First,456.87,Paid,Not Checked-in
6920,4865,2025-02-21,46F,Economy,1054.41,Paid,Not Checked-in
505,4986,2025-02-23,13C,Economy,1060.96,Paid,Checked-in
7271,2664,2025-03-19,24F,Economy,573.89,Paid,Not Checked-in
8184,2213,2025-04-05,11C,Economy,924.39,Cancelled,Checked-in
5634,3408,2025-01-22,4E,Economy,728.89,Cancelled,Checked-in
5215,3165,2025-04-24,35E,Economy,757.12,Paid,Not Checked-in
1683,223,2025-04-10,37E,Business,855.39,Paid,Not Checked-in
3202,2020,2025-04-06,11A,Economy,120.09,Cancelled,Checked-in
4951,4134,2025-01-26,36A,Business,541.0,Cancelled,Checked-in
4247,2237,2025-02-19,49D,First,685.07,Pending,Checked-in
2956,1026,2025-03-24,3C,Economy,547.98,Cancelled,Not Checked-in
7475,2595,2025-02-12,21A,Business,1447.32,Pending,Checked-in
5824,1876,2025-02-27,19D,First,1172.07,Pending,Checked-in
330,1203,2025-03-28,13F,Economy,786.61,Cancelled,Checked-in
2940,1569,2025-01-16,2E,Economy,210.02,Pending,Not Checked-in
9071,2905,2025-01-23,40F,First,630.92,Cancelled,Checked-in
4898,262,2025-02-08,26E,Business,1149.08,Cancelled,Checked-in
7421,917,2025-01-25,14C,Economy,1067.14,Cancelled,Not Checked-in
8017,4714,2025-01-02,13E,First,1426.14,Cancelled,Not Checked-in
2150,4740,2025-02-25,43A,Business,1187.23,Pending,Not Checked-in
8170,3630,2025-01-01,2C,Economy,1375.53,Paid,Not Checked-in
8733,1945,2025-03-04,16C,Business,739.8,Paid,Not Checked-in
4906,3584,2025-04-24,2F,Economy,714.82,Pending,Not Checked-in
482,1978,2025-02-07,50E,First,637.04,Pending,Checked-in
179,3640,2025-04-15,23C,Business,187.58,Paid,Checked-in
4839,3557,2025-01-31,14D,Business,1284.97,Paid,Not Checked-in
644,4775,2025-04-11,30A,Business,225.52,Cancelled,Checked-in
2288,4291,2025-01-02,11B,Business,1041.37,Cancelled,Checked-in
7584,4244,2025-01-21,20E,Economy,1365.41,Pending,Checked-in
7180,3437,2025-04-05,43A,Economy,1200.61,Paid,Not Checked-in
4686,3793,2025-04-16,3A,First,1443.71,Pending,Not Checked-in
6338,367,2025-04-17,34B,First,616.45,Cancelled,Checked-in
3294,1948,2025-01-23,11F,First,1256.76,Pending,Checked-in
5167,565,2025-03-14,14D,First,654.96,Cancelled,Checked-in
2419,1754,2025-01-01,29E,First,1373.38,Paid,Checked-in
9151,142,2025-04-04,16F,First,440.31,Cancelled,Checked-in
5132,4195,2025-01-17,42D,Business,670.68,Cancelled,Checked-in
9465,633,2025-03-04,20E,Business,989.41,Paid,Not Checked-in
6519,2741,2025-03-08,26E,Business,735.89,Cancelled,Checked-in
3787,20,2025-03-12,10A,First,1315.61,Paid,Checked-in
1532,703,2025-03-31,6D,Business,1450.13,Paid,Not Checked-in
5432,4869,2025-02-10,47F,Economy,1105.79,Pending,Not Checked-in
3613,4871,2025-02-14,9A,Economy,280.06,Pending,Not Checked-in
9490,3593,2025-03-27,48E,First,260.25,Cancelled,Checked-in
6686,4019,2025-01-01,36D,First,776.9,Cancelled,Checked-in
9817,1519,2025-01-14,8E,Business,499.8,Paid,Not Checked-in
6672,2862,2025-02-01,35E,Business,640.07,Pending,Not Checked-in
2874,3695,2025-01-01,30B,Economy,217.1,Pending,Not Checked-in
7266,2903,2025-04-15,47B,Economy,655.23,Paid,Checked-in
1772,2336,2025-03-10,11D,Business,1240.2,Paid,Checked-in
3585,1392,2025-04-19,19F,Business,102.53,Paid,Not Checked-in
7999,2326,2025-01-25,1B,Economy,1261.88,Paid,Checked-in
7830,3327,2025-03-21,42E,Economy,856.35,Pending,Not Checked-in
7149,3510,2025-03-23,36F,Business,1272.41,Paid,Checked-in
5101,3487,2025-02-15,27E,Business,172.73,Paid,Checked-in
4586,530,2025-02-25,24A,First,1386.87,Cancelled,Not Checked-in
1411,1878,2025-01-03,18C,First,206.79,Pending,Not Checked-in
396,3332,2025-02-08,18A,Business,362.48,Paid,Not Checked-in
3252,19,2025-04-26,44E,Business,1355.23,Pending,Checked-in
5072,4201,2025-03-17,33F,Economy,174.12,Pending,Checked-in
4899,3638,2025-01-26,50E,First,276.35,Cancelled,Not Checked-in
9870,599,2025-04-04,34C,Economy,1441.75,Cancelled,Checked-in
7595,795,2025-03-29,15C,Economy,221.44,Pending,Checked-in
969,3653,2025-01-16,8E,Economy,67.82,Paid,Not Checked-in
6906,1457,2025-02-17,30B,Business,50.86,Pending,Not Checked-in
2474,4414,2025-01-24,19B,First,577.97,Paid,Not Checked-in
2937,748,2025-03-27,25A,Business,551.86,Cancelled,Not Checked-in
7758,3863,2025-04-01,47B,Economy,692.72,Cancelled,Not Checked-in
2328,2047,2025-04-24,10C,Economy,631.21,Pending,Not Checked-in
4787,2725,2025-01-10,13E,Business,1278.19,Paid,Not Checked-in
886,224,2025-02-22,1D,First,1314.68,Cancelled,Checked-in
9810,2281,2025-01-08,8A,Economy,462.05,Paid,Checked-in
6484,688,2025-01-05,21A,Economy,786.83,Pending,Not Checked-in
4781,3468,2025-02-09,36C,Business,443.63,Cancelled,Not Checked-in
8187,4046,2025-04-12,9B,Economy,821.46,Pending,Checked-in
858,3406,2025-04-18,50E,Economy,1086.18,Cancelled,Checked-in
4351,854,2025-04-29,45E,Business,102.79,Cancelled,Not Checked-in
2169,4102,2025-04-01,43C,Business,1045.81,Paid,Not Checked-in
1016,2303,2025-03-16,20F,Business,976.98,Cancelled,Checked-in
1877,1579,2025-02-23,2F,Business,1387.29,Paid,Not Checked-in
5903,343,2025-01-22,18B,First,1124.04,Cancelled,Not Checked-in
7976,1869,2025-03-10,20B,First,1170.55,Paid,Not Checked-in
735,4679,2025-04-22,47F,First,678.48,Paid,Checked-in
1903,1645,2025-04-03,2E,First,1036.89,Paid,Checked-in
4435,2458,2025-03-03,46F,First,1373.72,Cancelled,Not Checked-in
9510,368,2025-03-26,42D,Economy,960.21,Cancelled,Not Checked-in
8537,4143,2025-03-23,26B,First,1048.24,Cancelled,Checked-in
925,4906,2025-01-12,6A,Economy,951.51,Pending,Checked-in
3468,2980,2025-04-23,46D,First,1388.9,Pending,Checked-in
4772,1092,2025-01-04,4D,First,796.94,Pending,Checked-in
9702,3272,2025-04-21,1C,Business,901.96,Cancelled,Checked-in
9424,2697,2025-01-06,48D,Economy,1131.24,Pending,Not Checked-in
7190,843,2025-04-06,4E,Economy,241.88,Paid,Checked-in
330,302,2025-03-04,41A,First,1326.57,Paid,Checked-in
5049,554,2025-04-01,33F,First,254.36,Paid,Not Checked-in
8915,4302,2025-04-09,13E,First,1041.8,Paid,Checked-in
7695,1865,2025-05-01,24B,First,257.73,Paid,Not Checked-in
9574,3854,2025-04-05,27A,First,1108.96,Pending,Not Checked-in
4990,2181,2025-04-30,3F,Economy,1158.4,Cancelled,Not Checked-in
6388,1852,2025-01-15,33F,Business,1253.61,Pending,Not Checked-in
4786,2069,2025-02-03,8F,Business,590.39,Pending,Checked-in
3667,1813,2025-03-20,21F,Business,1221.54,Pending,Not Checked-in
1566,4738,2025-04-18,8D,Economy,104.7,Cancelled,Not Checked-in
5204,649,2025-04-27,42C,First,806.41,Pending,Checked-in
3888,1503,2025-04-02,1A,First,951.3,Cancelled,Checked-in
9497,2943,2025-03-14,2D,Economy,1371.07,Pending,Checked-in
880,830,2025-01-01,2F,Economy,704.02,Pending,Not Checked-in
1820,4477,2025-02-11,45E,Business,1002.88,Cancelled,Checked-in
3263,736,2025-01-31,34B,Business,269.4,Pending,Not Checked-in
942,4128,2025-02-06,45E,Business,939.51,Paid,Not Checked-in
8148,416,2025-03-11,47A,Economy,1205.74,Pending,Checked-in
8383,2926,2025-01-02,6E,First,1173.48,Cancelled,Checked-in
9611,1290,2025-04-28,42A,Business,1227.63,Paid,Not Checked-in
6474,100,2025-02-01,10C,Economy,146.02,Cancelled,Not Checked-in
7665,1729,2025-01-27,14C,Economy,858.06,Pending,Not Checked-in
7548,2474,2025-01-21,44D,Business,897.74,Paid,Not Checked-in
7470,1921,2025-04-16,35B,First,1052.28,Cancelled,Checked-in
6490,4992,2025-03-04,26D,First,1457.75,Paid,Not Checked-in
3141,2895,2025-02-05,14F,Economy,437.48,Paid,Checked-in
2234,66,2025-02-02,2F,Economy,515.24,Pending,Not Checked-in
4255,1909,2025-02-26,39D,First,1285.73,Paid,Not Checked-in
8578,3521,2025-02-28,36C,Economy,882.98,Cancelled,Checked-in
1082,850,2025-03-31,28C,Economy,424.92,Paid,Not Checked-in
2124,1515,2025-01-16,28F,Business,514.95,Cancelled,Not Checked-in
7994,2298,2025-03-10,41B,Economy,1347.85,Cancelled,Not Checked-in
3522,2645,2025-04-16,10F,Economy,699.51,Paid,Checked-in
3095,1886,2025-01-12,17D,Economy,107.63,Cancelled,Not Checked-in
7312,3497,2025-04-25,1D,Business,1223.37,Paid,Not Checked-in
949,4064,2025-02-06,50B,First,727.91,Cancelled,Not Checked-in
2387,4352,2025-04-10,10A,First,455.01,Paid,Not Checked-in
3107,3961,2025-04-16,45C,First,978.85,Pending,Not Checked-in
9126,2103,2025-04-30,23B,First,363.65,Paid,Checked-in
8189,2669,2025-04-29,2B,Business,1476.65,Cancelled,Not Checked-in
8970,1109,2025-04-18,29C,Economy,1015.03,Paid,Checked-in
7620,1610,2025-02-22,11A,Business,233.23,Pending,Checked-in
954,2899,2025-04-30,17A,Business,1074.44,Cancelled,Not Checked-in
3853,2850,2025-04-27,49D,Economy,955.61,Cancelled,Checked-in
1842,3814,2025-03-22,45E,First,642.54,Cancelled,Not Checked-in
265,1252,2025-02-23,15A,Economy,664.05,Cancelled,Not Checked-in
2370,2175,2025-04-19,22F,Business,649.58,Pending,Not Checked-in
2091,28,2025-02-25,18F,Economy,750.11,Pending,Not Checked-in
3470,2056,2025-02-17,8E,First,556.95,Cancelled,Not Checked-in
6106,4164,2025-02-15,18D,Economy,410.99,Paid,Checked-in
648,4685,2025-01-26,38D,First,145.52,Pending,Not Checked-in
2407,2282,2025-01-08,15A,Business,93.63,Paid,Checked-in
5546,3221,2025-03-26,30F,First,1127.36,Cancelled,Checked-in
2927,797,2025-04-30,39E,Economy,96.49,Pending,Not Checked-in
7963,1955,2025-03-30,24D,Economy,771.31,Pending,Checked-in
6923,1162,2025-04-11,25F,Business,340.89,Cancelled,Checked-in
7485,4601,2025-04-09,4D,Business,982.3,Paid,Not Checked-in
6782,4828,2025-03-01,8F,Business,502.89,Pending,Checked-in
2414,4436,2025-03-11,22B,Business,249.74,Cancelled,Not Checked-in
9461,3819,2025-01-18,46F,First,805.36,Paid,Checked-in
1499,4838,2025-04-27,29B,Economy,1227.41,Pending,Not Checked-in
8683,642,2025-03-20,1C,Economy,279.55,Cancelled,Not Checked-in
5761,2126,2025-03-26,48F,Business,637.57,Cancelled,Checked-in
2198,4718,2025-02-16,46C,Business,948.29,Paid,Not Checked-in
4893,1548,2025-04-10,18C,First,619.83,Pending,Checked-in
7101,4505,2025-04-01,20D,First,101.32,Cancelled,Checked-in
8958,2322,2025-01-31,31C,First,633.07,Cancelled,Checked-in
1273,261,2025-04-29,9E,Business,1015.62,Pending,Not Checked-in
7652,1051,2025-02-09,11C,Economy,194.93,Cancelled,Not Checked-in
5397,4805,2025-04-30,24F,Business,1256.89,Paid,Not Checked-in
7716,2693,2025-02-08,23B,Economy,626.41,Paid,Not Checked-in
9951,3033,2025-01-30,33F,Business,444.22,Paid,Not Checked-in
2658,3984,2025-02-27,32B,Economy,1091.86,Pending,Not Checked-in
1810,4496,2025-02-21,34E,First,766.94,Paid,Checked-in
6118,2351,2025-03-20,44A,Business,339.62,Cancelled,Not Checked-in
8113,221,2025-04-21,10F,Business,790.99,Cancelled,Not Checked-in
1021,1488,2025-03-05,5B,Business,1208.68,Paid,Not Checked-in
8654,2433,2025-04-03,18D,Business,1295.37,Paid,Checked-in
1979,1289,2025-02-26,35C,First,186.26,Cancelled,Checked-in
8831,1266,2025-02-24,42F,Economy,720.34,Cancelled,Checked-in
5306,3841,2025-01-02,48D,Business,393.62,Paid,Not Checked-in
9721,2486,2025-01-28,41F,First,441.66,Paid,Not Checked-in
8692,1400,2025-01-19,46A,Business,1093.0,Paid,Checked-in
2462,2487,2025-01-17,16E,First,186.95,Paid,Not Checked-in
5987,4128,2025-04-11,16E,Economy,88.86,Paid,Not Checked-in
7326,3094,2025-02-09,19F,Economy,543.52,Paid,Not Checked-in
9435,4728,2025-04-29,12F,Economy,1043.87,Pending,Checked-in
8238,1512,2025-02-19,38E,Economy,124.07,Paid,Checked-in
8482,3849,2025-02-25,32A,Economy,315.8,Paid,Checked-in
6217,3330,2025-04-29,46F,First,216.85,Cancelled,Not Checked-in
7268,688,2025-02-26,34A,First,245.02,Cancelled,Checked-in
4858,2312,2025-04-20,46A,Business,1083.1,Pending,Checked-in
1412,4225,2025-01-10,5A,Economy,952.79,Paid,Checked-in
840,1732,2025-02-28,19F,Economy,960.29,Pending,Not Checked-in
888,1306,2025-01-10,18A,Business,1161.58,Pending,Not Checked-in
7361,433,2025-01-20,33B,Economy,1168.93,Pending,Not Checked-in
1236,697,2025-03-09,22C,Business,1032.6,Pending,Not Checked-in
7451,1583,2025-03-03,14C,Economy,523.18,Pending,Not Checked-in
5324,105,2025-04-18,11B,Business,1297.06,Pending,Checked-in
6921,3892,2025-01-16,5C,First,395.07,Paid,Not Checked-in
1037,2212,2025-01-11,28E,First,823.06,Pending,Checked-in
32,860,2025-03-01,9D,Economy,291.91,Pending,Checked-in
7666,244,2025-01-03,39E,Business,1279.95,Pending,Not Checked-in
8754,3564,2025-04-16,9D,First,535.46,Pending,Checked-in
4827,4115,2025-01-24,48B,First,712.86,Cancelled,Checked-in
4709,2585,2025-01-17,43B,Business,190.88,Cancelled,Not Checked-in
98,4809,2025-01-15,26D,First,1189.27,Pending,Not Checked-in
1587,2255,2025-02-05,37F,Economy,444.29,Cancelled,Checked-in
6286,1313,2025-01-10,38B,First,898.27,Cancelled,Not Checked-in
697,907,2025-03-26,30C,First,56.53,Cancelled,Checked-in
4567,980,2025-04-30,11B,Economy,80.52,Paid,Checked-in
4712,3558,2025-04-11,34B,Business,1324.53,Cancelled,Not Checked-in
2233,2541,2025-03-27,32B,First,1093.12,Paid,Checked-in
4772,4757,2025-01-07,47A,Economy,781.9,Cancelled,Checked-in
8745,3935,2025-02-22,18D,Business,1000.42,Cancelled,Not Checked-in
3701,2964,2025-02-12,33D,Economy,852.28,Paid,Checked-in
8604,1742,2025-03-06,1B,Economy,1093.59,Pending,Not Checked-in
3234,1502,2025-03-24,5D,First,1186.29,Cancelled,Checked-in
4934,1310,2025-01-25,12A,Economy,1391.06,Cancelled,Not Checked-in
6690,2728,2025-01-23,13B,First,885.16,Cancelled,Not Checked-in
9506,3734,2025-04-08,25E,First,670.75,Cancelled,Not Checked-in
4010,663,2025-03-09,50E,Business,1239.37,Cancelled,Not Checked-in
8399,4932,2025-01-10,23C,Economy,517.83,Cancelled,Checked-in
2123,148,2025-02-17,25B,First,813.77,Cancelled,Not Checked-in
2357,4922,2025-02-09,7A,First,579.75,Pending,Checked-in
273,1944,2025-01-19,33C,Business,250.87,Pending,Checked-in
551,1848,2025-02-10,11B,First,726.85,Paid,Checked-in
5829,3908,2025-01-02,19C,First,427.65,Cancelled,Not Checked-in
8324,3835,2025-03-01,5B,First,423.7,Cancelled,Not Checked-in
3789,740,2025-03-04,17E,Economy,689.67,Pending,Not Checked-in
5893,2857,2025-01-15,24E,Business,747.0,Paid,Not Checked-in
7574,1894,2025-02-27,46D,Economy,610.25,Cancelled,Not Checked-in
284,1342,2025-04-30,23C,Economy,1377.96,Cancelled,Checked-in
425,2593,2025-04-11,32D,Business,155.33,Pending,Checked-in
8064,2867,2025-02-27,29F,Economy,242.9,Pending,Checked-in
8952,2110,2025-04-27,3C,First,494.81,Pending,Not Checked-in
3430,1091,2025-02-26,1F,Economy,953.93,Pending,Checked-in
6824,2350,2025-02-01,14E,Economy,236.78,Cancelled,Not Checked-in
8630,2743,2025-02-13,6F,Business,957.14,Pending,Checked-in
1367,4129,2025-02-13,15F,First,597.75,Pending,Checked-in
3758,3919,2025-04-19,42E,Business,1332.01,Cancelled,Checked-in
9360,1379,2025-02-14,2A,First,1171.27,Paid,Checked-in
6425,477,2025-03-11,35D,First,1087.69,Pending,Checked-in
3251,3548,2025-03-18,35A,Economy,1237.65,Pending,Checked-in
2407,4691,2025-01-27,50A,Economy,553.4,Paid,Not Checked-in
6925,445,2025-01-27,17C,Economy,130.81,Cancelled,Not Checked-in
9041,253,2025-02-07,9F,Economy,279.45,Paid,Checked-in
6147,3396,2025-04-04,5D,Economy,479.59,Pending,Checked-in
633,2003,2025-02-07,30A,Economy,718.53,Cancelled,Not Checked-in
9782,4351,2025-01-25,21C,First,489.32,Paid,Not Checked-in
6686,4406,2025-03-23,24F,Economy,384.6,Paid,Not Checked-in
9064,1301,2025-02-15,40E,Economy,908.05,Paid,Not Checked-in
6634,885,2025-03-15,32D,Economy,293.29,Paid,Not Checked-in
3251,3189,2025-04-01,17A,Business,938.24,Paid,Checked-in
9826,72,2025-02-10,8E,First,504.26,Cancelled,Checked-in
2677,1176,2025-02-20,5C,Business,1109.59,Cancelled,Not Checked-in
9331,1807,2025-01-13,39D,First,1400.75,Pending,Checked-in
5119,6,2025-04-27,20F,Business,464.52,Pending,Checked-in
3744,1109,2025-02-07,37D,Business,744.37,Cancelled,Checked-in
8300,1889,2025-01-02,27A,Economy,679.77,Paid,Not Checked-in
5439,2230,2025-03-05,31E,First,815.15,Pending,Checked-in
4642,1103,2025-02-15,17C,Economy,959.61,Paid,Not Checked-in
3925,1191,2025-04-06,41A,Economy,102.48,Cancelled,Checked-in
665,3316,2025-02-17,43D,Business,760.17,Pending,Checked-in
8411,2046,2025-02-24,20F,First,641.78,Cancelled,Not Checked-in
2303,4497,2025-01-25,23A,Economy,1289.09,Paid,Checked-in
7918,3141,2025-04-16,20C,Business,825.04,Paid,Not Checked-in
1069,534,2025-02-01,10C,Economy,798.42,Cancelled,Checked-in
7419,693,2025-04-03,18D,Economy,398.82,Paid,Not Checked-in
5954,1970,2025-01-27,15B,Business,1262.43,Cancelled,Checked-in
8383,1617,2025-02-03,30D,Economy,1432.43,Paid,Not Checked-in
701,4079,2025-03-14,30A,Economy,1129.89,Cancelled,Not Checked-in
3955,2895,2025-04-26,48A,Economy,580.92,Paid,Not Checked-in
714,3666,2025-01-10,46C,Economy,1224.06,Cancelled,Not Checked-in
5105,3905,2025-02-25,23E,Economy,600.38,Cancelled,Not Checked-in
5784,3424,2025-03-07,40C,Economy,1045.46,Paid,Not Checked-in
2587,2496,2025-03-29,37D,Business,1018.13,Pending,Not Checked-in
2248,3278,2025-01-24,19A,Business,1437.5,Cancelled,Checked-in
1324,1137,2025-04-20,10A,Business,645.43,Pending,Not Checked-in
5165,3458,2025-04-25,36F,Economy,603.11,Pending,Not Checked-in
1997,4362,2025-03-28,45D,Business,1132.51,Pending,Checked-in
7878,1320,2025-03-09,16B,First,1433.14,Pending,Checked-in
7684,4718,2025-04-11,39C,Economy,423.18,Cancelled,Checked-in
6071,4195,2025-01-06,6C,Business,94.51,Pending,Not Checked-in
2612,2408,2025-04-13,33D,Economy,980.21,Cancelled,Not Checked-in
3320,1927,2025-02-28,1B,Business,120.54,Paid,Not Checked-in
2849,1065,2025-03-26,12E,Economy,198.78,Cancelled,Checked-in
4542,1842,2025-01-31,34D,Business,1033.53,Paid,Checked-in
2925,1236,2025-01-11,17C,Economy,1447.34,Pending,Checked-in
5003,1532,2025-03-06,5E,First,1359.55,Paid,Not Checked-in
5267,3221,2025-01-08,30A,First,958.87,Cancelled,Not Checked-in
5989,3631,2025-04-29,6C,Business,106.94,Pending,Checked-in
8553,1962,2025-02-18,7B,Business,532.77,Cancelled,Checked-in
5019,1905,2025-02-09,49A,Economy,1240.94,Pending,Checked-in
4546,1082,2025-02-04,45D,Business,470.52,Cancelled,Checked-in
2854,2200,2025-03-04,8C,First,1270.59,Pending,Not Checked-in
5241,3696,2025-03-16,24E,Economy,267.75,Cancelled,Checked-in
9670,2021,2025-03-10,11D,Economy,181.5,Paid,Not Checked-in
7487,777,2025-02-20,45B,Business,1465.7,Cancelled,Not Checked-in
413,987,2025-03-03,22B,Economy,685.77,Cancelled,Not Checked-in
2693,2564,2025-02-28,26B,First,236.69,Paid,Checked-in
7539,3179,2025-01-27,47B,Economy,473.54,Cancelled,Checked-in
1540,3639,2025-01-27,1E,Business,690.3,Cancelled,Checked-in
7213,4277,2025-03-13,11A,Business,1253.52,Cancelled,Checked-in
5732,3279,2025-02-28,24A,Economy,1199.2,Paid,Not Checked-in
9085,3831,2025-01-19,19C,Economy,203.65,Paid,Checked-in
7288,4538,2025-02-04,20D,Economy,1015.3,Paid,Checked-in
9685,1641,2025-01-27,5E,Economy,285.14,Paid,Checked-in
2873,329,2025-02-19,6A,Business,680.41,Pending,Not Checked-in
5313,1044,2025-02-15,33B,Economy,1159.74,Pending,Checked-in
9421,1252,2025-01-18,31D,Business,813.54,Paid,Not Checked-in
8163,3194,2025-04-13,32A,Economy,1111.61,Paid,Checked-in
2635,1227,2025-01-04,24B,Business,1441.34,Cancelled,Checked-in
9461,1873,2025-03-26,38D,First,978.66,Pending,Not Checked-in
8036,1439,2025-01-08,30A,Business,641.16,Paid,Not Checked-in
858,2339,2025-04-29,18B,First,875.88,Pending,Checked-in
651,4802,2025-02-23,15F,Business,1446.9,Pending,Not Checked-in
9066,1342,2025-02-28,38F,Economy,1008.11,Pending,Checked-in
5498,3865,2025-03-24,17A,Business,1252.14,Cancelled,Checked-in
5080,3005,2025-01-17,24A,Economy,246.05,Paid,Not Checked-in
6166,1459,2025-02-26,46D,First,1367.02,Cancelled,Not Checked-in
7309,1911,2025-03-18,34C,Business,906.55,Cancelled,Not Checked-in
6389,2828,2025-04-16,23A,Business,868.41,Paid,Checked-in
1943,4967,2025-01-24,24C,Business,1457.46,Pending,Not Checked-in
7633,2193,2025-04-30,37A,First,945.14,Cancelled,Checked-in
313,239,2025-04-12,49A,First,586.09,Pending,Checked-in
2068,67,2025-04-23,30E,Economy,301.39,Pending,Checked-in
2173,3435,2025-05-01,31A,Business,289.69,Cancelled,Checked-in
5726,177,2025-01-11,32D,First,1062.33,Cancelled,Not Checked-in
7898,1065,2025-03-18,39B,Economy,296.06,Paid,Not Checked-in
5128,1386,2025-02-15,26D,Economy,446.78,Cancelled,Checked-in
8202,326,2025-02-12,43F,Business,368.44,Pending,Checked-in
6413,1273,2025-01-21,3A,First,1495.49,Pending,Checked-in
9045,75,2025-01-09,20C,Business,65.77,Paid,Checked-in
6638,987,2025-04-02,8C,First,157.97,Pending,Checked-in
7594,4084,2025-03-16,29F,Business,1254.11,Pending,Checked-in
6290,202,2025-03-23,16A,Business,477.48,Pending,Not Checked-in
2742,744,2025-01-15,23D,Economy,1437.88,Pending,Checked-in
7171,3992,2025-01-06,27E,Business,351.25,Pending,Not Checked-in
6711,2004,2025-03-15,39F,Business,1046.86,Paid,Checked-in
6475,4644,2025-01-02,41F,Business,490.73,Pending,Checked-in
2344,746,2025-02-04,22F,First,882.49,Cancelled,Not Checked-in
8873,4895,2025-02-16,46D,Economy,943.86,Paid,Not Checked-in
133,4981,2025-03-19,10B,First,703.1,Cancelled,Not Checked-in
